怪物名稱,等級 ,生命值,基礎經驗,掉落物品
Jr. Necki (青蛇),21,285,38,Scroll for Shoes for Mobility 100% (鞋子移動速度 100% 捲軸)
Jr. Necki (青蛇),21,285,38,Scroll for Shield for Defense 10% (盾牌防禦力 10% 捲軸)
Jr. Necki (青蛇),21,285,38,Jr. Necki Skin (蛇皮)
Jr. Necki (青蛇),21,285,38,Mithril Ore (鋰礦石母礦)
Jr. Necki (青蛇),21,285,38,Topaz Ore (黃晶母礦)
Horny Mushroom (刺菇菇),22,300,35,Iron Burgernet Helm (鋼製騎士頭盔)
Horny Mushroom (刺菇菇),22,300,35,Brown Jester (褐色術士帽)
Horny Mushroom (刺菇菇),22,300,35,Blue Pole-Feather Hat (藍羽翼三角帽)
Horny Mushroom (刺菇菇),22,300,35,Blue Pilfer (藍海盜頭巾)
Horny Mushroom (刺菇菇),22,300,35,Black Pao (黑唐衫)
Horny Mushroom (刺菇菇),22,300,35,Green Able Armor (皮製旅行服)
Horny Mushroom (刺菇菇),22,300,35,Red Kendo Robe (紅劍道服)
Horny Mushroom (刺菇菇),22,300,35,Brown Turk Gally (褐色海盜服)
Horny Mushroom (刺菇菇),22,300,35,Blue Jean Shorts (藍牛仔短褲)
Horny Mushroom (刺菇菇),22,300,35,Black Pao Bottom (黑唐衫褲)
Horny Mushroom (刺菇菇),22,300,35,Brown Sneak Pants (褐敏捷之褲)
Horny Mushroom (刺菇菇),22,300,35,Green Able Armor Skirt (綠旅行皮裙)
Horny Mushroom (刺菇菇),22,300,35,Yellow Windshoes (黃飄風鞋)
Horny Mushroom (刺菇菇),22,300,35,Steel Fingerless Gloves (鋼製短手套)
Horny Mushroom (刺菇菇),22,300,35,Steel Shield (鋼盾)
Horny Mushroom (刺菇菇),22,300,35,Cutlus (彎刀)
Horny Mushroom (刺菇菇),22,300,35,Iron Axe (鐵製斧頭)
Horny Mushroom (刺菇菇),22,300,35,Iron Axe (鋼鐵斧)
Horny Mushroom (刺菇菇),22,300,35,Mithril Pole Arm (鋰礦戟)
Horny Mushroom (刺菇菇),22,300,35,Eagle Crow (鷹弩)
Horny Mushroom (刺菇菇),22,300,35,The Negotiator (格蘭德火槍)
Horny Mushroom (刺菇菇),22,300,35,Orange Potion (橘色藥水)
Horny Mushroom (刺菇菇),22,300,35,Blue Potion (藍色藥水)
Horny Mushroom (刺菇菇),22,300,35,Wizard Potion (強效魔力水)
Horny Mushroom (刺菇菇),22,300,35,Scroll for Shoes for Mobility 100% (鞋子移動速度 100% 捲軸)
Horny Mushroom (刺菇菇),22,300,35,Scroll for One-Handed BW for Accuracy 10% (單手棍命中卷軸10%)
Horny Mushroom (刺菇菇),22,300,35,Scroll for Two-Handed Sword for ATT 60% (雙手劍攻擊力 60% 捲軸)
Horny Mushroom (刺菇菇),22,300,35,Scroll for Two-Handed Axe for ATT 10% (雙手斧攻擊力 10% 捲軸)
Horny Mushroom (刺菇菇),22,300,35,Horny Mushroom Cap (刺菇菇傘)
Horny Mushroom (刺菇菇),22,300,35,Bronze Ore (青銅母礦)
Horny Mushroom (刺菇菇),22,300,35,Topaz Ore (黃晶母礦)
Dark Axe Stump (黑斧木妖),22,550,38,Yellow Starry Bandana (黃星頭巾)
Dark Axe Stump (黑斧木妖),22,550,38,Brown Double Marine (褐色水手頭巾)
Dark Axe Stump (黑斧木妖),22,550,38,Purple Shivermail (紫硬皮裝)
Dark Axe Stump (黑斧木妖),22,550,38,Brown Doroness Robe (褐魔者之袍)
Dark Axe Stump (黑斧木妖),22,550,38,Purple Doroness Robe (紫魔者之袍)
Dark Axe Stump (黑斧木妖),22,550,38,Green Able Armor Skirt (綠旅行皮裙)
Dark Axe Stump (黑斧木妖),22,550,38,Purple Shivermail Skirt (紫硬皮裙)
Dark Axe Stump (黑斧木妖),22,550,38,Red Lappy Boots (紅追擊鞋)
Dark Axe Stump (黑斧木妖),22,550,38,Black Lappy Boots (黑追擊鞋)
Dark Axe Stump (黑斧木妖),22,550,38,Wooden Top (木製陀螺)
Dark Axe Stump (黑斧木妖),22,550,38,Adamantium Igor (朱礦指虎)
Dark Axe Stump (黑斧木妖),22,550,38,Mithril Guards (鋰礦鬥拳)
Dark Axe Stump (黑斧木妖),22,550,38,Silver Guardian (銀守護拳套)
Dark Axe Stump (黑斧木妖),22,550,38,Orange Potion (橘色藥水)
Dark Axe Stump (黑斧木妖),22,550,38,Blue Potion (藍色藥水)
Dark Axe Stump (黑斧木妖),22,550,38,Sap of Ancient Tree (枯木樹液)
Dark Axe Stump (黑斧木妖),22,550,38,Scroll for Two-Handed Sword for Accuracy 60% (雙手劍命中卷軸60%)
Dark Axe Stump (黑斧木妖),22,550,38,Scroll for Two-Handed BW for ATT 10% (雙手鈍器攻擊力 10% 捲軸)
Dark Axe Stump (黑斧木妖),22,550,38,Scroll for Two-Handed BW for Accuracy 100% (雙手棍命中卷軸100%)
Dark Axe Stump (黑斧木妖),22,550,38,Firewood (木柴)
Dark Axe Stump (黑斧木妖),22,550,38,Axe (遺失的斧頭)
Dark Axe Stump (黑斧木妖),22,550,38,The Summoning Rock (召喚石)
Dark Axe Stump (黑斧木妖),22,550,38,Steel Ore (鋼鐵母礦)
Dark Axe Stump (黑斧木妖),22,550,38,Diamond Ore (鑽石母礦)
Wooden Mask (木面怪人),23,500,42,Mithril Viking Helm (鋰礦海盜頭盔)
Wooden Mask (木面怪人),23,500,42,Brown Robin Hat (褐羽翼帽)
Wooden Mask (木面怪人),23,500,42,Green Loosecap (綠色自由帽)
Wooden Mask (木面怪人),23,500,42,Brown Double Marine (褐色水手頭巾)
Wooden Mask (木面怪人),23,500,42,Blue Split Piece (藍伽藍)
Wooden Mask (木面怪人),23,500,42,Black Split Pants (黑伽藍褲)
Wooden Mask (木面怪人),23,500,42,Gold War Boots (金戰鬥鞋)
Wooden Mask (木面怪人),23,500,42,Black Lappy Boots (黑追擊鞋)
Wooden Mask (木面怪人),23,500,42,Orihalcon Missel (紫礦機器手套)
Wooden Mask (木面怪人),23,500,42,Ocean Mesana (藍賢者手套)
Wooden Mask (木面怪人),23,500,42,Silver Sylvia (銀暴風手套)
Wooden Mask (木面怪人),23,500,42,Iron Dagger (鋼短刀)
Wooden Mask (木面怪人),23,500,42,Orange Potion (橘色藥水)
Wooden Mask (木面怪人),23,500,42,Blue Potion (藍色藥水)
Wooden Mask (木面怪人),23,500,42,Wizard Potion (強效魔力水)
Wooden Mask (木面怪人),23,500,42,Scroll for Overall Armor for DEX 60% (套服敏捷卷軸60%)
Wooden Mask (木面怪人),23,500,42,Scroll for Gloves for ATT 10% (手套攻擊卷軸10%)
Wooden Mask (木面怪人),23,500,42,Scroll for Shield for Defense 60% (盾牌防禦力 60% 捲軸)
Wooden Mask (木面怪人),23,500,42,Scroll for Cape for INT 60% (披風智力卷軸60%)
Wooden Mask (木面怪人),23,500,42,Scroll for Spear for Accuracy 60% (槍命中卷軸60%)
Wooden Mask (木面怪人),23,500,42,Scroll for Knuckler for Accuracy 100% (指虎命中率 100% 捲軸)
Wooden Mask (木面怪人),23,500,42,Wooden Board (木板)
Wooden Mask (木面怪人),23,500,42,Bronze Ore (青銅母礦)
Wooden Mask (木面怪人),23,500,42,Amethyst Ore (紫水晶母礦)
Wooden Mask (木面怪人),23,500,42,AquaMarine Ore (海藍石母礦)
Zombie Mushroom (殭屍菇菇),24,500,42,Iron Burgernet Helm (鋼製騎士頭盔)
Zombie Mushroom (殭屍菇菇),24,500,42,Pink Jester (粉紅術士帽)
Zombie Mushroom (殭屍菇菇),24,500,42,Green Hunter (綠獵人帽)
Zombie Mushroom (殭屍菇菇),24,500,42,Weighted Earrings (錘珠耳環)
Zombie Mushroom (殭屍菇菇),24,500,42,Gold Earrings (金耳環)
Zombie Mushroom (殭屍菇菇),24,500,42,Steel Corporal (鐵胸甲)
Zombie Mushroom (殭屍菇菇),24,500,42,Red Hwarang Shirt (紅龍服)
Zombie Mushroom (殭屍菇菇),24,500,42,Green Hwarang Shirt (綠龍服)
Zombie Mushroom (殭屍菇菇),24,500,42,Black Pao (黑唐衫)
Zombie Mushroom (殭屍菇菇),24,500,42,Brown Sneak (褐敏捷之服)
Zombie Mushroom (殭屍菇菇),24,500,42,Blue Chaos Robe (藍魔力長袍)
Zombie Mushroom (殭屍菇菇),24,500,42,White Chaos Robe (白魔力長袍)
Zombie Mushroom (殭屍菇菇),24,500,42,Red Martial Arts Pants (紅武褲)
Zombie Mushroom (殭屍菇菇),24,500,42,Brown Sneak Pants (褐敏捷之褲)
Zombie Mushroom (殭屍菇菇),24,500,42,Red Arten (紅精靈手套)
Zombie Mushroom (殭屍菇菇),24,500,42,Brown Leather Armor Glove (褐色皮革手腕)
Zombie Mushroom (殭屍菇菇),24,500,42,Blue Counter (青光斧)
Zombie Mushroom (殭屍菇菇),24,500,42,Mithril Wand (鋰礦短杖)
Zombie Mushroom (殭屍菇菇),24,500,42,Iron Axe (鐵製斧頭)
Zombie Mushroom (殭屍菇菇),24,500,42,Iron Axe (鋼鐵斧)
Zombie Mushroom (殭屍菇菇),24,500,42,Nakamaki (刺槍)
Zombie Mushroom (殭屍菇菇),24,500,42,Hunter's Bow (打獵弓)
Zombie Mushroom (殭屍菇菇),24,500,42,Golden Hook (黃金火槍)
Zombie Mushroom (殭屍菇菇),24,500,42,Orange Potion (橘色藥水)
Zombie Mushroom (殭屍菇菇),24,500,42,White Potion (白色藥水)
Zombie Mushroom (殭屍菇菇),24,500,42,Blue Potion (藍色藥水)
Zombie Mushroom (殭屍菇菇),24,500,42,Dexterity Potion (敏捷藥水)
Zombie Mushroom (殭屍菇菇),24,500,42,Chocolate (巧克力)
Zombie Mushroom (殭屍菇菇),24,500,42,Scroll for One-Handed Sword for ATT 60% (單手劍攻擊卷軸60%)
Zombie Mushroom (殭屍菇菇),24,500,42,Scroll for Spear for ATT 10% (槍攻擊卷軸10%)
Zombie Mushroom (殭屍菇菇),24,500,42,Charm of the Undead (道符)
Zombie Mushroom (殭屍菇菇),24,500,42,Mithril Ore (鋰礦石母礦)
Zombie Mushroom (殭屍菇菇),24,500,42,Adamantium Ore (朱礦石母礦)
Zombie Mushroom (殭屍菇菇),24,500,42,Emerald Ore (祖母綠母礦)
Rocky Mask (岩面怪人),24,600,45,Blue Pao (藍唐裝)
Rocky Mask (岩面怪人),24,600,45,Sky Shark (天藍騎士甲)
Rocky Mask (岩面怪人),24,600,45,Blue Pao Bottom (藍唐衫褲)
Rocky Mask (岩面怪人),24,600,45,Sky Shark Skirt (天藍騎士裙)
Rocky Mask (岩面怪人),24,600,45,Orihalcon Missel (紫礦機器手套)
Rocky Mask (岩面怪人),24,600,45,Green Marker (綠擊中手套)
Rocky Mask (岩面怪人),24,600,45,Red Lutia (紅守護手套)
Rocky Mask (岩面怪人),24,600,45,Viking Sword (海盜劍)
Rocky Mask (岩面怪人),24,600,45,Ice Wand (冰精短杖)
Rocky Mask (岩面怪人),24,600,45,Ryden (雷電)
Rocky Mask (岩面怪人),24,600,45,Double Tail Knuckler (雙棘指虎)
Rocky Mask (岩面怪人),24,600,45,Orange Potion (橘色藥水)
Rocky Mask (岩面怪人),24,600,45,Blue Potion (藍色藥水)
Rocky Mask (岩面怪人),24,600,45,Dexterity Potion (敏捷藥水)
Rocky Mask (岩面怪人),24,600,45,Scroll for Earring for INT 60% (耳環智力卷軸60%)
Rocky Mask (岩面怪人),24,600,45,Scroll for Staff for Magic ATT 60% (長杖魔力卷軸60%)
Rocky Mask (岩面怪人),24,600,45,Scroll for Spear for ATT 60% (槍攻擊卷軸60%)
Rocky Mask (岩面怪人),24,600,45,Slate (石板)
Rocky Mask (岩面怪人),24,600,45,Steel Ore (鋼鐵母礦)
Rocky Mask (岩面怪人),24,600,45,Orihalcon Ore (紫礦石母礦)
Rocky Mask (岩面怪人),24,600,45,Emerald Ore (祖母綠母礦)
Wild Boar (黑肥肥),25,550,42,Bronze Pride (孫悟空青銅頭箍)
Wild Boar (黑肥肥),25,550,42,Brown Guiltian (褐魔道之帽)
Wild Boar (黑肥肥),25,550,42,Red Distinction (紅羽絲絨帽)
Wild Boar (黑肥肥),25,550,42,Weighted Earrings (錘珠耳環)
Wild Boar (黑肥肥),25,550,42,Sapphire Earrings (藍寶石耳環)
Wild Boar (黑肥肥),25,550,42,Brown Piette (褐貴族之服)
Wild Boar (黑肥肥),25,550,42,Green Shivermail (綠硬皮裝)
Wild Boar (黑肥肥),25,550,42,Purple Shivermail (紫硬皮裝)
Wild Boar (黑肥肥),25,550,42,Purple Doroness Robe (紫魔者之袍)
Wild Boar (黑肥肥),25,550,42,Red Doroness Robe (紅魔者之袍)
Wild Boar (黑肥肥),25,550,42,Blue Knucklevest Pants (藍暗影之褲)
Wild Boar (黑肥肥),25,550,42,Brown Piette Pants (褐貴族褲)
Wild Boar (黑肥肥),25,550,42,Green Able Armor Skirt (綠旅行皮裙)
Wild Boar (黑肥肥),25,550,42,Green Shivermail Skirt (綠硬皮裙)
Wild Boar (黑肥肥),25,550,42,Iron Chain Boots (鋼鐵鏈鞋)
Wild Boar (黑肥肥),25,550,42,Mithril Battle Grieves (藍鬥士鞋)
Wild Boar (黑肥肥),25,550,42,Blood Battle Grieves (紅鬥士鞋)
Wild Boar (黑肥肥),25,550,42,Red Lappy Boots (紅追擊鞋)
Wild Boar (黑肥肥),25,550,42,Hard Leather Glove (褐色堅固皮手腕)
Wild Boar (黑肥肥),25,550,42,Split Bullet (子彈)
Wild Boar (黑肥肥),25,550,42,Circle-Winded Staff (風輪長杖)
Wild Boar (黑肥肥),25,550,42,Lionheart (高原之劍)
Wild Boar (黑肥肥),25,550,42,Sabretooth (格鬥斧)
Wild Boar (黑肥肥),25,550,42,Nakamaki (刺槍)
Wild Boar (黑肥肥),25,550,42,Ryden (雷電)
Wild Boar (黑肥肥),25,550,42,Eagle Crow (鷹弩)
Wild Boar (黑肥肥),25,550,42,Mithril Guards (鋰礦鬥拳)
Wild Boar (黑肥肥),25,550,42,Orange Potion (橘色藥水)
Wild Boar (黑肥肥),25,550,42,Blue Potion (藍色藥水)
Wild Boar (黑肥肥),25,550,42,Warrior Potion (攻擊藥水)
Wild Boar (黑肥肥),25,550,42,Wild Boar Tooth (黑肥肥尖牙)
Wild Boar (黑肥肥),25,550,42,Leather (動物皮)
Wild Boar (黑肥肥),25,550,42,Stiff Feather (堅硬的羽毛)
Wild Boar (黑肥肥),25,550,42,The Summoning Rock (召喚石)
Wild Boar (黑肥肥),25,550,42,Adamantium Ore (朱礦石母礦)
Wild Boar (黑肥肥),25,550,42,Opal Ore (蛋白石母礦)
Wild Boar (黑肥肥),25,550,42,Broken Mirror Glass (鏡子碎片)
Crimson Stirge (赤翼蝙蝠),26,600,66,Red Starry Bandana (紅星頭巾)
Crimson Stirge (赤翼蝙蝠),26,600,66,Brown Bamboo Hat (褐色斗笠)
Crimson Stirge (赤翼蝙蝠),26,600,66,Red Wizardry Hat (紅色法師帽)
Crimson Stirge (赤翼蝙蝠),26,600,66,Green Bamboo Hat (綠色竹帽)
Crimson Stirge (赤翼蝙蝠),26,600,66,Blue Bamboo Hat (藍色斗笠)
Crimson Stirge (赤翼蝙蝠),26,600,66,Purple Bamboo Hat (紫色竹帽)
Crimson Stirge (赤翼蝙蝠),26,600,66,Black Dragon Robe (黑龍袍)
Crimson Stirge (赤翼蝙蝠),26,600,66,Red Avenger (紅飛影甲)
Crimson Stirge (赤翼蝙蝠),26,600,66,Bronze Mischief (青銅盜賊手套)
Crimson Stirge (赤翼蝙蝠),26,600,66,Scroll for Helmet for DEX 60% (頭盔敏捷卷軸60%)
Crimson Stirge (赤翼蝙蝠),26,600,66,Crimson Stirge Wing (赤翼蝙蝠翅膀)
Crimson Stirge (赤翼蝙蝠),26,600,66,Stiff Feather (堅硬的羽毛)
Evil Eye (火獨眼獸),27,720,50,Great Red Helmet (紅色戰鬥頭盔)
Evil Eye (火獨眼獸),27,720,50,Cat's Eye (貓眼耳環)
Evil Eye (火獨眼獸),27,720,50,Yellow Square (方形耳環)
Evil Eye (火獨眼獸),27,720,50,Red Hwarang Shirt (紅龍服)
Evil Eye (火獨眼獸),27,720,50,Green Bennis Chainmail (綠打獵服)
Evil Eye (火獨眼獸),27,720,50,Green Avelin (綠色旅行服)
Evil Eye (火獨眼獸),27,720,50,Green Bennis Chainmail (綠打獵服)
Evil Eye (火獨眼獸),27,720,50,Gold Sneak (綠敏捷之服)
Evil Eye (火獨眼獸),27,720,50,White Crusader Chainmail (白十字鎖子甲)
Evil Eye (火獨眼獸),27,720,50,White Wizard Robe (白牧師長袍)
Evil Eye (火獨眼獸),27,720,50,Blue Engrit (藍護身鎧甲)
Evil Eye (火獨眼獸),27,720,50,Khaki Shadow Pants (樹林之褲)
Evil Eye (火獨眼獸),27,720,50,Gold Sneak Pants (綠敏捷褲)
Evil Eye (火獨眼獸),27,720,50,Bennis Chainpants (打獵褲)
Evil Eye (火獨眼獸),27,720,50,Cutlus (彎刀)
Evil Eye (火獨眼獸),27,720,50,Mithril Maul (鋰礦錘)
Evil Eye (火獨眼獸),27,720,50,Forked Spear (三支槍)
Evil Eye (火獨眼獸),27,720,50,Norman Grip (諾曼指虎)
Evil Eye (火獨眼獸),27,720,50,Orange Potion (橘色藥水)
Evil Eye (火獨眼獸),27,720,50,White Potion (白色藥水)
Evil Eye (火獨眼獸),27,720,50,Blue Potion (藍色藥水)
Evil Eye (火獨眼獸),27,720,50,Speed Potion (速度藥水)
Evil Eye (火獨眼獸),27,720,50,Scroll for Gloves for Defense 100% (手套防禦力 100% 捲軸)
Evil Eye (火獨眼獸),27,720,50,Scroll for Two-Handed Sword for Accuracy 100% (雙手劍命中卷軸100%)
Evil Eye (火獨眼獸),27,720,50,Scroll for Pole Arm for ATT 10% (矛攻擊卷軸10%)
Evil Eye (火獨眼獸),27,720,50,Evil Eye Tail (火獨眼獸之尾巴)
Evil Eye (火獨眼獸),27,720,50,Silver Ore (銀的母礦)
Evil Eye (火獨眼獸),27,720,50,Sapphire Ore (藍寶石母礦)
Evil Eye (火獨眼獸),27,720,50,Diamond Ore (鑽石母礦)
Fairy (Fierry) (蝴蝶精),30,800,120,Orange Potion (橘色藥水)
Fairy (Fierry) (蝴蝶精),30,800,120,Blue Potion (藍色藥水)
Fairy (Fierry) (蝴蝶精),30,800,120,All Cure Potion (萬能療傷藥)
Fairy (Fierry) (蝴蝶精),30,800,120,Antidote (解毒劑)
Fairy (Fierry) (蝴蝶精),30,800,120,Eyedrop (眼藥水)
Fairy (Fierry) (蝴蝶精),30,800,120,Tonic (精力劑)
Fairy (Fierry) (蝴蝶精),30,800,120,Holy Water (聖水)
Fairy (Fierry) (蝴蝶精),30,800,120,Fierry's Tentacle (蝴蝶精的觸角)
Fairy (Fierry) (蝴蝶精),30,800,120,Mithril Ore (鋰礦石母礦)
Fairy (Fierry) (蝴蝶精),30,800,120,Opal Ore (蛋白石母礦)
Fire Boar (火肥肥),32,1000,60,Red Matty (紅星魔法帽)
Fire Boar (火肥肥),32,1000,60,Green Burgler (綠防風帽)
Fire Boar (火肥肥),32,1000,60,Green Hwarang Shirt (綠龍服)
Fire Boar (火肥肥),32,1000,60,Brown Pollard (褐色無袖服)
Fire Boar (火肥肥),32,1000,60,Brown Martial Arts Pants (黃武褲)
Fire Boar (火肥肥),32,1000,60,Red Hunter Boots (紅打獵鞋)
Fire Boar (火肥肥),32,1000,60,Black Salt Shoes (黑守護鞋)
Fire Boar (火肥肥),32,1000,60,Red Silky Boots (紅錦絲鞋)
Fire Boar (火肥肥),32,1000,60,Gold Sylvia (黃金暴風手套)
Fire Boar (火肥肥),32,1000,60,Blue Lutia (藍守護手套)
Fire Boar (火肥肥),32,1000,60,Wolbi Throwing-Stars (迴旋鏢)
Fire Boar (火肥肥),32,1000,60,Kumbi Throwing-Stars (雪花鏢)
Fire Boar (火肥肥),32,1000,60,Korean Fan (太極扇)
Fire Boar (火肥肥),32,1000,60,Mithril Wand (鋰礦短杖)
Fire Boar (火肥肥),32,1000,60,Crystal Wand (水晶短杖)
Fire Boar (火肥肥),32,1000,60,Ryden (雷電)
Fire Boar (火肥肥),32,1000,60,Heckler (雙弦弩)
Fire Boar (火肥肥),32,1000,60,Silver Guardian (銀守護拳套)
Fire Boar (火肥肥),32,1000,60,Orange Potion (橘色藥水)
Fire Boar (火肥肥),32,1000,60,White Potion (白色藥水)
Fire Boar (火肥肥),32,1000,60,Blue Potion (藍色藥水)
Fire Boar (火肥肥),32,1000,60,Leather (動物皮)
Fire Boar (火肥肥),32,1000,60,Fire Boar's Tooth (火肥肥尖牙)
Fire Boar (火肥肥),32,1000,60,The Summoning Rock (召喚石)
Fire Boar (火肥肥),32,1000,60,Steel Ore (鋼鐵母礦)
Fire Boar (火肥肥),32,1000,60,Mithril Ore (鋰礦石母礦)
Fire Boar (火肥肥),32,1000,60,Garnet Ore (石榴石母礦)
Fire Boar (火肥肥),32,1000,60,Diamond Ore (鑽石母礦)
Ligator (鱷魚),32,1200,60,White Oceania Cap (白色遠洋帽)
Ligator (鱷魚),32,1200,60,Red Amoria Top (紅神聖法衣)
Ligator (鱷魚),32,1200,60,Yellow Engrit (黃護身鎧甲)
Ligator (鱷魚),32,1200,60,Red Amoria Skirt (紅神聖裙)
Ligator (鱷魚),32,1200,60,Brown Moon Pants (黃月褲)
Ligator (鱷魚),32,1200,60,Mithril Trigger (藍鐵頭鞋)
Ligator (鱷魚),32,1200,60,Steel Arbion (鋼鐵追擊手套)
Ligator (鱷魚),32,1200,60,Green Marker (綠擊中手套)
Ligator (鱷魚),32,1200,60,Steel Tower Shield (鋼鐵方盾)
Ligator (鱷魚),32,1200,60,Plunger (通通樂)
Ligator (鱷魚),32,1200,60,Gephart (暗影刃)
Ligator (鱷魚),32,1200,60,Mithril Maul (鋰礦錘)
Ligator (鱷魚),32,1200,60,Zeco (雙天戟)
Ligator (鱷魚),32,1200,60,Surfboard (衝浪板)
Ligator (鱷魚),32,1200,60,Black Surfboard (黑色衝浪板)
Ligator (鱷魚),32,1200,60,White Potion (白色藥水)
Ligator (鱷魚),32,1200,60,Blue Potion (藍色藥水)
Ligator (鱷魚),32,1200,60,Elixir (特殊藥水)
Ligator (鱷魚),32,1200,60,Scroll for Cape for Defense 10% (披風防禦力 10% 捲軸)
Ligator (鱷魚),32,1200,60,Dark Scroll for Cape for Defense 70% (黑暗披風防禦力 70% 捲軸)
Ligator (鱷魚),32,1200,60,Scroll for Knuckler for ATT 10% (指虎攻擊力 10% 捲軸)
Ligator (鱷魚),32,1200,60,Ligator Skin (鱷魚皮)
Ligator (鱷魚),32,1200,60,The Magic Rock (魔法石)
Ligator (鱷魚),32,1200,60,Mithril Ore (鋰礦石母礦)
Ligator (鱷魚),32,1200,60,AquaMarine Ore (海藍石母礦)
Ligator (鱷魚),32,1200,60,Alligator Skin Pouch(鱷魚皮革袋)
Curse Eye (風獨眼獸),35,1250,70,Red Duke (紅色武士頭盔)
Curse Eye (風獨眼獸),35,1250,70,Green Matty (綠星魔法帽)
Curse Eye (風獨眼獸),35,1250,70,Dark Burgler (黑防風帽)
Curse Eye (風獨眼獸),35,1250,70,Red Hwarang Shirt (紅龍服)
Curse Eye (風獨眼獸),35,1250,70,Black Knucklevest (黑暗影之服)
Curse Eye (風獨眼獸),35,1250,70,Brown Piette (褐貴族之服)
Curse Eye (風獨眼獸),35,1250,70,Blue Calas (藍魔法戰士衣)
Curse Eye (風獨眼獸),35,1250,70,Blue Moonlight (藍色月光服)
Curse Eye (風獨眼獸),35,1250,70,Black Martial Arts Pants (黑武褲)
Curse Eye (風獨眼獸),35,1250,70,Black Knucklevest Pants (黑暗影之褲)
Curse Eye (風獨眼獸),35,1250,70,Brown Piette Pants (褐貴族褲)
Curse Eye (風獨眼獸),35,1250,70,Purple Shadow Pants (樹林之褲)
Curse Eye (風獨眼獸),35,1250,70,Split Bullet (子彈)
Curse Eye (風獨眼獸),35,1250,70,Lollipop (棒棒果)
Curse Eye (風獨眼獸),35,1250,70,Nakamaki (刺槍)
Curse Eye (風獨眼獸),35,1250,70,Prime Hands (精鋼拳套)
Curse Eye (風獨眼獸),35,1250,70,Silver Maiden (利刃拳套)
Curse Eye (風獨眼獸),35,1250,70,Lunar Shooter (銀月神射)
Curse Eye (風獨眼獸),35,1250,70,White Potion (白色藥水)
Curse Eye (風獨眼獸),35,1250,70,Blue Potion (藍色藥水)
Curse Eye (風獨眼獸),35,1250,70,Sniper Potion (命中藥水)
Curse Eye (風獨眼獸),35,1250,70,Scroll for Bow for ATT 10% (弓攻擊卷軸10%)
Curse Eye (風獨眼獸),35,1250,70,Scroll for Gun for ATT 10% (火槍攻擊卷軸10%)
Curse Eye (風獨眼獸),35,1250,70,Scroll for Gun for ATT 60% (火槍攻擊卷軸60%)
Curse Eye (風獨眼獸),35,1250,70,Curse Eye Tail (風獨眼獸之尾巴)
Curse Eye (風獨眼獸),35,1250,70,Blackbull's deed to the land (酋長的地契)
Curse Eye (風獨眼獸),35,1250,70,Orihalcon Ore (紫礦石母礦)
Curse Eye (風獨眼獸),35,1250,70,Topaz Ore (黃晶母礦)
Jr. Boogie (幼魔精靈),35,1700,150,White Potion (白色藥水)
Jr. Boogie (幼魔精靈),35,1700,150,Blue Potion (藍色藥水)
Jr. Boogie (幼魔精靈),35,1700,150,Jr. Boogie Horn (幼魔精靈的角)
Jr. Boogie (幼魔精靈),35,1700,150,Power Crystal Ore (力量母礦)
